numar angajati,capital social,an infiintare,numar produse,domeniu de activitate,tara,clienti,parteneri,venit
112.0,162950.62246803512,2007.0,80.0,Retail,Romania,430.0,15.0,798570.3734808211
83.0,303833.312975083,2015.0,39.0,IT,Spania,919.0,16.0,1462587.4832044437
88.0,211360.3076861929,2002.0,42.0,Retail,Franta,954.0,16.0,1381661.0399952305
114.0,345483.98316854425,1987.0,5.0,Financiar,Romania,960.0,8.0,1352964.5890595538
112.0,158179.51080207812,1976.0,29.0,Educatie,Romania,582.0,7.0,685880.7798609352
99.0,136216.8255806716,1970.0,45.0,Retail,Franta,869.0,6.0,1342549.1239529238
102.0,270572.452888099,2002.0,12.0,Retail,Germania,212.0,2.0,1123254.374763315
125.0,270572.452888099,1970.0,45.0,Agricultura,Romania,658.0,13.0,655924.6629309166
88.0,277681.0584807192,1993.0,50.11865284974093,Retail,Franta,356.0,12.0,974751.2256149608
110.0,149383.75233335403,1973.0,58.0,Financiar,Italia,388.0,15.0,1038479.326820016
95.0,67518.48349655035,1973.0,8.0,Educatie,Spania,104.0,9.0,427441.6493307924
95.0,66208.46823114187,1987.0,50.11865284974093,Agricultura,Romania,382.0,2.0,439283.3872924568
121.0,128849.7974476223,1996.0,47.0,IT,Italia,176.0,17.0,1010564.81770286
116.0,270572.452888099,2012.0,36.0,IT,Romania,989.0,5.0,1620784.9946457753
116.0,177115.43478966202,2001.0,36.0,Educatie,Germania,754.0,11.0,1069182.723917487
126.0,477706.6267588831,2002.0,53.0,IT,Franta,292.0,19.0,1569463.9610899112
100.0,311730.0318451371,1997.0,58.0,Financiar,Romania,910.0,7.0,1229624.520699339
113.0,270572.452888099,2011.0,79.0,Retail,Franta,649.0,2.0,1252271.5806088366
93.0,311039.9756012546,2010.0,34.0,Educatie,Romania,897.0,16.0,822617.9890205646
106.0,282514.27335182054,2005.0,80.0,Agricultura,Germania,458.0,12.0,806687.9930770195
97.0,391449.31419079634,1975.0,34.0,Retail,Germania,552.0,15.0,1390577.423920269
101.0,177123.22968778352,1985.0,6.0,IT,Italia,776.0,1.0,1477010.906719005
111.0,270572.452888099,2003.0,55.0,IT,Germania,653.0,13.0,1677766.310031143
83.0,452342.4361399628,1992.0,59.0,Agricultura,Franta,352.0,6.0,717778.0667927806
141.0,475905.4309176825,2019.0,93.0,Financiar,Germania,513.0,13.0,1704343.942135091
79.0,451651.2023689135,2011.0,72.0,Agricultura,Germania,284.0,10.188308329022245,509460.4809475654
75.0,238751.59728079112,1993.0,91.0,Educatie,Germania,745.0,3.0,947363.5062868984
123.0,401164.4763530968,2018.0,90.0,Agricultura,Franta,87.0,1.0,645925.5277036104
115.0,264351.0799854945,1982.0,60.0,IT,Romania,188.0,15.0,943763.3099891208
112.0,273892.933465746,1987.0,53.0,Financiar,Italia,244.0,13.0,1007676.4881032818
112.0,142106.04907577776,2023.0,56.0,Financiar,Italia,576.0,5.0,1095202.7182791063
99.0,316008.6364663324,1982.0,97.0,Agricultura,Italia,818.0,13.0,883204.1455038396
82.0,133761.1539890066,2018.0,77.0,Educatie,Romania,696.0,5.0,605592.519295053
101.0,199204.1145802372,1996.1912908242614,11.0,IT,Italia,50.0,19.0,838083.7031222134
86.0,434763.5907289708,2012.0,78.0,Retail,Germania,610.0,18.0,1363121.4162123352
119.0,143184.11414488486,2008.0,17.0,Financiar,Romania,145.0,10.0,686519.6741941753
97.0,82021.22832804476,2011.0,45.0,Agricultura,Romania,762.0,8.0,588008.4913312179
83.0,81053.41667576734,1986.0,21.0,Educatie,Romania,462.0,15.0,517074.03750409535
93.0,473353.03422639857,1984.0,69.0,Educatie,Spania,587.0,4.0,845634.7519420673
108.0,278114.1970828256,1987.0,87.0,IT,Franta,904.0,2.0,1862361.342155755
88.0,234235.43231765824,1992.0,50.11865284974093,Financiar,Spania,478.0,6.0,942538.3341071258
83.0,414895.36145356327,2023.0,9.0,Retail,Spania,284.0,3.0,995688.6731991898
104.0,426121.6675597322,2020.0,30.0,Retail,Spania,398.0,7.0,971600.3005894234
104.0,199485.96490202207,1999.0,67.0,Retail,Franta,805.0,10.0,1326379.052623577
89.0,362128.1258632079,1996.1912908242614,33.0,Retail,Spania,919.0,6.0,1234944.5630697173
90.0,397005.26713334897,1973.0,28.0,Educatie,Italia,530.0,16.0,865622.8442520085
104.0,344592.8090896795,1972.0,19.0,Financiar,Romania,888.0,2.0,1278285.3259082916
71.0,118217.78366004472,1996.1912908242614,50.0,IT,Romania,445.0,17.0,840913.3377450334
71.0,444147.38758267567,1987.0,28.0,IT,Germania,400.0,13.0,1440754.7569618092
85.0,292592.5487312039,2011.0,73.0,Retail,Italia,465.0,1.0,934266.6350864668
95.0,270572.452888099,1976.0,8.0,Financiar,Franta,935.0,6.0,1514335.140127194
106.0,241352.68344696227,2009.0,66.0,Financiar,Romania,965.0,5.0,1224829.2442405256
129.0,66906.99067950832,1975.0,24.0,Agricultura,Spania,936.0,13.0,837279.0758989837
117.0,107540.0605500879,1991.0,49.0,Financiar,Germania,100.0,18.0,922321.45510058
96.0,394496.03773213737,1970.0,29.0,Financiar,Germania,130.0,12.0,1123391.394336245
100.40596094552929,50005.23563991476,1973.0,72.0,IT,Romania,85.0,7.0,635253.926729936
79.0,237454.6228170315,2015.0,94.0,Financiar,Italia,116.0,15.0,684414.6057972845
99.0,285129.5814885148,2018.0,91.0,Financiar,Germania,690.0,3.0,1446107.9191545486
94.0,74585.48900043753,2021.0,58.0,IT,Romania,931.0,16.0,1207189.116750328
106.0,487885.1733375498,2019.0,46.0,Financiar,Germania,716.0,1.0,1446030.435203289
83.0,151756.39906235237,2012.0,82.0,IT,Romania,806.0,16.0,1135317.2992967642
110.0,186889.4238363264,1998.0,68.0,Agricultura,Romania,533.8480947476828,12.0,638755.7695345306
130.0,186774.1305147623,1990.0,19.0,Educatie,Italia,729.0,19.0,974038.0304779717
97.0,153687.49795280746,1995.0,82.0,IT,Italia,530.0,8.0,1207518.7481575266
108.0,50663.219938840135,1983.0,43.0,IT,Italia,517.0,12.0,1191296.897944956
113.0,378205.1573395984,1978.0,19.0,Financiar,Romania,191.0,15.0,891283.3522707389
91.0,485080.4749096784,2016.0,28.0,IT,Germania,405.0,2.0,1530984.4986551623
104.0,270572.452888099,1981.0,27.0,Retail,Franta,758.0,17.0,1290847.0126330508
100.0,348371.23631154007,2011.0,52.0,Retail,Franta,520.0,7.0,1178089.564323001
101.0,383853.3471314218,2020.0,24.0,Retail,Romania,670.0,13.0,678341.3388525688
84.0,431791.42059073615,2020.0,13.0,IT,Romania,937.0,1.0,1413593.5654430522
100.0,240183.1386561241,1975.0,13.0,Financiar,Germania,640.0,6.0,1448886.6561770728
109.0,270572.452888099,1989.0,58.0,Financiar,Italia,951.0,13.0,1473668.7478797906
129.0,196382.810310364,1993.0,73.0,Educatie,Romania,722.0,11.0,800272.2646396639
119.0,370679.5998943308,1996.0,32.0,Agricultura,Spania,488.0,10.0,726299.0239535057
143.0,417550.7599275362,2007.0,4.0,Financiar,Italia,580.0,16.0,1500369.5927434785
84.0,131726.2854904712,1977.0,13.0,Educatie,Romania,176.0,17.0,423776.82847071206
117.0,216923.45367099435,1970.0,91.0,Financiar,Spania,254.0,17.0,941600.2693747611
103.0,455873.0885371175,2023.0,49.0,Educatie,Germania,78.0,4.0,733240.045778384
143.0,413012.08386263263,2018.0,45.0,Retail,Germania,494.0,5.0,1180747.975349337
83.0,493186.28124311415,2018.0,4.0,Retail,Romania,768.0,14.0,1080711.7687458685
83.0,389411.71685693634,1993.0,73.0,Financiar,Franta,513.0,10.0,1254327.9007441113
88.0,226937.840462565,2016.0,53.0,Agricultura,Romania,329.0,14.0,451975.136185026
57.0,315787.025297587,1976.0,21.0,IT,Franta,200.0,1.0,933842.3496651476
89.0,347456.41441129416,1988.0,11.0,Agricultura,Germania,289.0,11.0,709215.5920703248
84.0,85305.11734270578,1991.0,38.0,Agricultura,Germania,315.0,10.188308329022245,564650.8657119153
100.40596094552929,295023.6315967393,2004.0,83.0,IT,Italia,743.0,16.0,1557021.2684370654
106.0,369194.3728126743,1999.0,86.0,Retail,Italia,154.0,18.0,897979.9484251254
137.0,125294.58680047718,1998.0,60.0,Retail,Franta,986.0,8.0,1562569.7777043723
119.0,401284.2728415007,1991.0,73.0,IT,Franta,482.0,10.0,1643152.1660204632
88.0,312697.75123135024,1980.0,12.0,Retail,Germania,962.0,10.0,1204999.5832757505
82.0,478499.8035639176,1989.0,59.0,Agricultura,Spania,546.0,5.0,703339.9135681237
109.0,69090.03419310127,1998.0,67.0,Financiar,Franta,489.0,10.0,1086746.0788931707
73.0,169396.76189996014,2020.0,20.0,Retail,Franta,797.0,18.0,1131309.474281969
136.0,320699.2456849208,2010.0,88.0,Financiar,Spania,734.0,6.0,1367579.9606647186
123.0,183451.9604926688,2011.0,20.0,IT,Italia,207.0,3.0,1046206.7644434016
90.0,371490.873832059,2003.0,32.0,Financiar,Italia,221.0,8.0,930142.881589006
65.0,391552.3771348689,1970.0,62.0,Financiar,Franta,543.0,9.0,1227406.7586789643
127.0,96132.1838299135,2000.0,64.0,Agricultura,Italia,360.0,5.0,613503.4482383584
97.0,281234.5088930455,1999.0,70.0,IT,Italia,452.0,2.0,1234111.058003741
124.0,279000.75001597515,2017.0,50.11865284974093,Financiar,Italia,718.0,2.0,1373580.5850124606
68.0,216176.34659699348,1996.1912908242614,85.0,Retail,Germania,819.0,7.0,1287868.1311414745
88.0,469816.1881563525,1986.0,53.0,IT,Romania,725.0,17.0,1376112.1411172643
100.0,422377.8439429496,2007.0,47.0,Retail,Franta,708.0,10.0,1393374.7182755007
100.0,363744.2218593365,1983.0,98.0,Educatie,Franta,952.0,12.0,1183890.369787712
90.0,371446.9860807489,1992.0,74.0,Financiar,Germania,715.0,2.0,1543766.7573334817
112.0,257772.2647159036,1994.0,12.0,IT,Romania,512.0,10.0,1142829.1985369276
100.40596094552929,464447.5344934592,1984.0,75.0,Retail,Romania,416.0,10.188308329022245,859468.5206960755
97.0,362567.9422639784,2015.0,10.0,Financiar,Germania,599.0,4.0,1430126.8274602203
102.0,378041.4777451174,1991.0,3.0,Agricultura,Spania,692.0,13.0,781458.2502078518
110.0,437760.9067043054,1972.0,50.11865284974093,Retail,Spania,919.0,12.0,1416862.1984248415
114.0,173332.21520398595,1988.0,99.0,Retail,Romania,304.0,11.0,754399.3291223916
77.0,413181.9067400164,2013.0,18.0,Educatie,Spania,257.0,10.0,582210.0438363082
69.0,137858.2713304214,2003.0,67.0,Agricultura,Spania,499.0,15.0,494937.63938538544
125.0,205403.87851019952,2004.0,18.0,Educatie,Spania,144.0,5.0,569944.9198625488
106.0,201024.70442142923,2019.0,72.0,Agricultura,Romania,909.0,17.0,716809.8817685717
85.0,490336.46077511326,1970.0,51.0,Retail,Spania,888.0,5.0,1325502.0641115748
131.0,435441.7506865671,1996.1912908242614,68.0,Educatie,Franta,527.0,2.0,1029858.4241516418
102.0,365526.4377156169,1996.1912908242614,21.0,Financiar,Romania,732.0,9.0,1168392.1845151512
123.0,377175.5427269256,1998.0,74.0,Agricultura,Germania,811.0,6.0,1115618.3039270784
101.0,302932.75748115696,1975.0,99.0,Retail,Spania,239.0,18.0,847395.6199375635
141.0,476190.8001988336,2006.0,66.0,IT,Italia,760.0,14.0,1933371.72017895
135.0,273316.4387970627,1970.0,49.0,Agricultura,Romania,533.0,19.0,705726.5755188251
95.0,221232.96944145253,2020.0,92.0,Agricultura,Germania,782.0,10.188308329022245,902290.4628872134
119.0,123365.90161921596,1996.1912908242614,2.0,Financiar,Franta,585.0,8.0,1308369.1868682376
112.0,403792.5435174761,1996.0,73.0,Agricultura,Germania,805.0,17.0,1104763.8243697863
127.0,380499.76943401614,1990.0,88.0,Agricultura,Spania,472.0,3.0,743819.8985509672
80.0,222959.7673358607,2022.0,7.0,Financiar,Italia,885.0,10.0,1258888.6185219714
113.0,61337.036281653214,1985.0,45.0,Retail,Spania,689.0,17.0,1102770.9809413822
121.0,270572.452888099,2013.0,21.0,Educatie,Germania,654.0,11.0,1167735.742408056
64.0,55138.09255433313,2023.0,57.0,Retail,Romania,861.0,8.0,792082.8555325998
76.0,366664.9008330729,2009.0,65.0,Retail,Italia,182.0,1.0,747838.7285998124
59.0,270572.452888099,1995.0,30.0,Educatie,Italia,104.0,13.0,556532.4776634318
94.0,246947.59766669155,1985.0,46.0,Retail,Germania,559.0,4.0,1224675.9820400209
114.0,155738.03224817873,1997.0,28.0,Agricultura,Spania,719.0,7.0,716644.7341891987
130.0,367191.9545195218,1970.0,37.0,Educatie,Germania,590.0,14.0,1181370.931347299
101.0,417707.6639070133,2005.0,16.0,Educatie,Italia,459.0,5.0,827662.1385097873
100.40596094552929,295893.6422350313,1979.0,88.0,Retail,Germania,260.0,11.0,1227990.6594774262
72.0,485165.8738652658,2012.0,1.0,IT,Italia,715.0,17.0,1522949.2864787397
65.0,73250.9247460825,1986.0,50.11865284974093,Retail,Spania,342.0,5.0,589545.6103324145
98.0,277158.01923703763,1992.0,50.11865284974093,IT,Romania,783.0,3.0,1290118.5144277783
107.0,373304.2762951476,1976.0,33.0,Educatie,Romania,164.0,5.0,579286.9243328164
99.0,438188.2120171305,2013.0,72.0,IT,Germania,998.0,15.0,2188397.622617987
58.0,130665.02535850552,2022.0,51.0,Retail,Italia,719.0,19.0,595999.2121720827
98.0,410001.5667936566,1976.0,50.0,Financiar,Romania,308.0,16.0,933401.0184158768
73.0,298718.1840733454,2013.0,11.0,IT,Italia,812.0,8.0,1429846.3656660106
113.0,228449.15689548344,1984.0,39.0,Retail,Spania,171.0,13.0,847596.1471802706
107.0,109271.7628605921,2003.0,24.0,Agricultura,Germania,348.0,16.0,658152.1872019315
81.0,439383.0915090106,2015.0,2.0,Financiar,Italia,824.0,3.0,1384798.8113770285
89.0,120772.9436808719,2014.0,36.0,Agricultura,Germania,430.0,1.0,620912.8484612881
78.0,189404.53664409465,1973.0,9.0,Financiar,Italia,610.0,9.0,1083735.5385823937
98.0,180520.48938309657,1983.0,26.0,Financiar,Italia,938.0,9.0,1410645.9817188154
119.0,442136.3153858844,1983.0,10.0,Retail,Spania,890.0,17.0,1428329.9681546837
80.0,352716.3473940041,1985.0,10.0,IT,Germania,550.0,2.0,1540052.164763704
110.0,408506.6287361176,1976.0,20.0,Financiar,Franta,346.0,9.0,1293278.1012820194
89.0,162710.55445662455,2001.0,99.0,Educatie,Italia,411.0,19.0,644603.6994065773
84.0,331193.3448231495,1988.0,1.0,Retail,Italia,638.0,13.0,1132699.2082726676
97.0,307285.6924146869,1971.0,64.0,IT,Romania,512.0,5.0,1139464.2693110153
79.0,424773.669554722,1979.0,14.0,Retail,Germania,487.0,9.0,1256449.8824259664
88.0,270572.452888099,2019.0,92.0,IT,Franta,176.0,13.0,1169745.697786153
76.0,270572.452888099,1986.0,10.0,Agricultura,Spania,246.0,1.0,368487.04075252265
139.0,353308.9635764567,1996.1912908242614,95.0,Financiar,Franta,270.0,15.0,1288886.074222106
100.0,73326.10960387805,1981.0,61.0,Educatie,Spania,533.8480947476828,4.0,450116.4242539197
86.0,296986.3992848102,1975.0,1.0,Retail,Franta,460.0,4.0,1077169.391442152
104.0,179434.7280696552,1991.0,89.0,Retail,Franta,57.0,10.0,739779.087894331
97.0,188049.46978496356,2001.0,52.0,Retail,Germania,593.0,6.0,1195361.554619369
95.0,208831.32655356047,2010.0,27.0,Retail,Romania,517.0,12.0,809898.7959321361
112.0,329581.60207232455,1989.0,76.0,Financiar,Franta,369.0,16.0,1246021.4537511144
115.0,200322.48455094616,1970.0,92.0,IT,Italia,443.0,3.0,1304390.2360958515
89.0,379714.5727656262,2023.0,48.0,Financiar,Italia,318.0,14.0,985697.3667571885
88.0,232037.32350824136,2016.0,32.0,Agricultura,Italia,240.0,1.0,489617.9152839559
94.0,80758.94013948138,2022.0,79.0,Financiar,Romania,910.0,10.0,1027493.311090663
53.0,402691.9291178483,1975.0,68.0,Financiar,Franta,724.0,15.0,1330614.680104582
69.0,178591.24606671772,1996.1912908242614,88.0,Agricultura,Spania,110.0,7.0,347860.1482693558
127.0,270572.452888099,1987.0,50.11865284974093,Financiar,Spania,487.0,4.0,1128087.7435110628
132.0,358449.74744985567,1975.0,25.0,IT,Germania,313.0,14.0,1671022.2348223482
95.0,199605.2707169204,2014.0,93.0,Educatie,Romania,846.0,16.0,751322.3718226142
111.0,75463.54526602203,2002.0,11.0,Agricultura,Franta,144.0,14.0,498921.04353833146
106.0,218264.4711557661,1992.0,27.0,Retail,Italia,602.0,3.0,1100350.4192321517
161.0,475001.86221243656,1992.0,52.0,IT,Romania,975.0,17.0,1887001.3966593272
122.0,338780.4787843512,1995.0,57.0,Educatie,Romania,519.0,14.0,755001.215452958
97.0,352165.6169002431,1982.0,2.0,IT,Franta,710.0,18.0,1722011.476477737
80.0,334526.9691369379,1976.0,78.0,IT,Germania,765.0,3.0,1767703.3175937843
67.0,139546.46253174654,1984.0,36.0,Retail,Germania,828.0,19.0,1251219.028526667
104.0,238250.23884602607,2013.0,41.0,Educatie,Germania,563.0,3.0,916807.6504729964
84.0,387922.9092634932,1996.0,81.0,IT,Italia,739.0,12.0,1541630.618337144
71.0,95617.8038989216,1995.0,38.0,Retail,Italia,986.0,5.0,1135884.8188072236
87.0,175033.74924037053,2002.0,5.0,Agricultura,Franta,243.0,10.0,523137.5496049927
78.0,174343.59880963413,1984.0,18.0,Retail,Germania,531.0,9.0,1069608.6230000926
133.0,244408.5174175277,2005.0,95.0,Financiar,Franta,948.0,1.0,1717385.197217811
117.0,270572.452888099,2014.0,7.0,Retail,Germania,385.0,13.0,1365979.384076146
99.0,80376.14600771987,1996.0,36.0,Retail,Romania,484.0,3.0,733425.6876046319
129.0,283415.4474712678,1974.0,50.0,Retail,Spania,245.0,19.0,951994.1953310368
101.0,130714.1069054947,1971.0,49.0,Retail,Spania,904.0,11.0,1460839.1381970334
82.0,486804.44543438486,2002.0,1.0,Educatie,Germania,298.0,16.0,853526.8006236625
130.0,100986.57712735888,1985.0,50.0,Retail,Franta,547.0,6.0,1185589.5301593398
110.0,231620.45106271605,1992.0,38.0,Retail,Italia,261.0,3.0,881726.7247651556
79.0,382048.2431755728,2007.0,97.0,Financiar,Germania,714.0,19.0,1496083.901289771
96.0,367049.4926123504,1985.0,16.0,Financiar,Germania,719.0,6.0,1596185.0382772388
82.0,240227.88660226951,1983.0,36.0,Agricultura,Italia,515.0,8.0,646669.3855690893
72.0,205935.8755787232,1998.0,42.0,Agricultura,Germania,923.0,13.0,918924.090324085
118.0,228925.57034879172,1995.0,39.0,Financiar,Romania,700.0,12.0,1118601.6207267146
100.40596094552929,168924.3184213877,2004.0,66.0,Educatie,Italia,270.0,10.0,717619.1319475493
72.0,142399.82241805992,1984.0,22.0,Agricultura,Romania,322.0,3.0,393759.928967224
111.0,267367.8639015005,1972.0,22.0,Educatie,Spania,203.0,4.0,618932.0926312429
86.0,170840.1902304233,1992.0,73.0,Financiar,Italia,298.0,1.0,821215.3483797301
90.0,179357.74920376256,1998.0,50.0,Agricultura,Italia,328.0,13.0,541131.719617806
88.0,345540.2285635507,2003.0,42.0,Retail,Franta,533.8480947476828,4.0,1103341.3782795696
82.0,485841.7992649515,2002.0,17.0,Retail,Franta,997.0,11.0,1726201.3203788842
100.0,321636.7402517188,2010.0,19.0,Agricultura,Italia,865.0,19.0,890225.6353208252
83.0,84640.76017923483,2010.0,2.0,Educatie,Spania,325.0,11.0,475022.17628872127
105.0,84012.62623433015,1992.0,10.0,Educatie,Germania,563.0,12.0,861217.954527628
98.0,478140.4493805047,1976.0,56.0,Agricultura,Franta,137.0,11.0,688033.0336778625
100.40596094552929,183780.85563830013,1972.0,89.0,Retail,Spania,848.0,6.0,851291.5235409586
81.0,91430.14373711396,2001.0,29.0,Agricultura,Spania,972.0,12.0,713429.2632443303
88.0,319570.0642176717,2000.0,33.0,Agricultura,Franta,691.0,9.0,835416.4333931893
115.0,330641.9502306197,1987.0,12.0,Educatie,Germania,554.0,10.0,1052504.4286452904
110.0,341827.16905340966,2012.0,39.0,IT,Franta,639.0,3.0,1631006.4898270746
80.0,170330.9125358936,1976.0,4.0,Retail,Spania,821.0,3.0,1039718.40227369
101.0,56799.80789651377,2010.0,91.0,Financiar,Romania,290.0,16.0,659619.875132734
115.0,484256.9162545123,1970.0,67.0,Retail,Franta,702.0,3.0,1553960.394678519
66.0,162901.87056099612,1983.0,99.0,Financiar,Spania,789.0,10.0,1038109.8374511125
110.0,354211.8296236464,2021.0,88.0,Retail,Franta,724.0,11.0,1494138.9960319812
86.0,367983.4414454193,2001.0,47.0,Retail,Spania,285.0,8.0,813769.0713539767
111.0,324503.3376857685,1975.0,52.0,Agricultura,Germania,177.0,6.0,716521.8691040303
84.0,190808.32739614169,2008.0,19.0,Educatie,Spania,552.0,11.0,644890.1220610903
63.0,171993.3141938296,1979.0,50.11865284974093,IT,Italia,249.0,12.0,823493.9827744466
67.0,318950.7272162164,1976.0,50.11865284974093,IT,Romania,951.0,16.0,1351463.0454121623
100.0,439743.0351252612,1995.0,6.0,IT,Spania,592.0,18.0,1425388.003978341
105.0,476030.178015528,2003.0,86.0,Retail,Franta,551.0,13.0,1347083.538852112
81.0,97657.61198169092,1999.0,34.0,Retail,Franta,699.0,3.0,1045712.937345719
112.0,119672.87566897394,1996.1912908242614,90.0,Agricultura,Spania,541.0,15.0,617176.0652943486
66.0,475131.31645238586,1990.0,94.0,IT,Italia,70.0,14.0,935218.1848071472
98.0,381440.8527506567,1986.0,67.0,Agricultura,Spania,283.0,18.0,601233.975210289
75.0,447347.2211733979,2002.0,66.0,IT,Germania,763.0,14.0,1821064.582232068
86.0,141184.68536090443,1979.0,45.0,Retail,Italia,840.0,5.0,1151412.973459851
100.0,314413.64199923084,2020.0,83.0,Educatie,Spania,692.0,14.0,813984.7527896193
82.0,365512.8174878631,2016.0,96.0,Educatie,Romania,465.0,8.0,610430.7678695384
92.0,356050.3484511377,2011.0,77.0,Educatie,Italia,197.0,15.0,628047.1881636144
100.40596094552929,233668.26089001412,2020.0,62.0,Retail,Spania,533.8480947476828,15.0,530475.7891405569
88.0,56927.70126108881,1981.0,61.0,Financiar,Romania,410.0,19.0,728603.0058197076
116.0,312316.7255619184,1985.0,85.0,IT,Germania,357.0,6.0,1202286.2985885828
77.0,270572.452888099,2010.0,54.0,Educatie,Germania,932.0,19.0,1024314.286357419
110.0,252614.41076430064,2001.0,80.0,Financiar,Franta,991.0,8.0,1662634.1770958342
128.0,480911.4567877178,1984.0,50.11865284974093,Financiar,Spania,211.0,6.0,1111046.6916032184
50.0,229565.8929390956,1996.0,7.0,Retail,Italia,918.0,15.0,1197741.3964924945
84.0,270572.452888099,1997.0,39.0,Agricultura,Spania,901.0,3.0,833760.7181195565
111.0,134843.27258716302,1986.0,44.0,Agricultura,Spania,110.0,10.0,443891.0399383518
95.0,352607.224111263,2015.0,15.0,Financiar,Spania,174.0,15.0,819824.1652395531
107.0,489653.1294975246,2019.0,11.0,Educatie,Spania,505.0,16.0,831923.2991012747
87.0,95851.89539282156,1971.0,54.0,IT,Italia,120.0,17.0,791866.7058535393
101.0,53743.974002236406,2005.0,9.0,Retail,Italia,887.0,19.0,1169815.66128161
96.0,245112.25668467645,2019.0,30.0,Agricultura,Spania,956.0,11.0,796889.3929412578
123.0,91681.46737311524,1976.0,74.0,Educatie,Franta,925.0,16.0,1102538.6584132726
105.0,386772.9573543041,1982.0,96.0,Educatie,Spania,515.0,5.0,805747.6138903806
106.0,461546.89873185154,1984.0,72.0,Retail,Italia,292.0,5.0,1066713.767086933
91.0,245309.43771894148,1994.0,99.0,Retail,Germania,539.0,14.0,1193059.9276839106
90.0,166420.23896994843,1992.0,70.0,Educatie,Spania,810.0,18.0,801118.0182901246
91.0,245481.4935529744,1991.0,30.0,Retail,Spania,270.0,8.0,756017.7857449632
107.0,375551.51803250046,1995.0,67.0,Educatie,Spania,522.0,5.0,796728.0014260879
91.0,54074.37271116694,2002.0,70.0,Retail,Spania,582.0,7.0,819769.0859893702
105.0,315254.2952681137,1980.0,37.0,Retail,Romania,543.0,16.0,966152.5771608682
141.0,325981.2581993206,1979.0,2.0,Educatie,Spania,948.0,14.0,1108790.722808664
117.0,336959.711103171,1994.0,70.0,Financiar,Italia,131.0,5.0,968728.5746604736
93.0,158909.93599139474,2006.0,3.0,Educatie,Italia,905.0,9.0,906071.3654353532
124.0,371323.725520157,2017.0,63.0,IT,Romania,928.0,4.0,1550492.7941401177
91.0,91126.1688492994,2012.0,17.0,Retail,Spania,571.0,4.0,819803.2714405376
59.0,139671.65141006035,2022.0,56.0,Agricultura,Franta,972.0,16.0,781909.2587332316
79.0,270572.452888099,2007.0,50.0,Retail,Spania,61.0,17.0,692908.603856381
62.0,382425.41782695486,2010.0,2.0,IT,Italia,312.0,15.0,1013782.8760442592
92.0,56185.49930510536,2014.0,36.0,Agricultura,Germania,706.0,4.0,752743.879610859
100.0,161769.3171664101,1993.0,50.11865284974093,Agricultura,Germania,498.0,6.0,748030.8176131897
133.0,146482.91734692405,2009.0,85.0,Educatie,Franta,241.0,16.0,730947.5066479506
106.0,171862.84761663765,2015.0,88.0,Financiar,Spania,811.0,4.0,1177506.936045896
95.0,161401.8966259489,2002.0,48.0,Educatie,Romania,163.0,6.0,428580.853481677
116.0,78136.83308428057,1986.0,73.0,Agricultura,Spania,75.0,5.0,412340.2065570835
55.0,256523.2324685692,1993.0,32.0,Agricultura,Franta,832.0,16.0,787552.080883656
104.0,379730.0636537743,2006.0,34.0,Financiar,Franta,548.0,16.0,1370361.9037874397
115.0,323029.2761228464,1971.0,20.0,Retail,Franta,557.0,10.0,1324462.83537582
70.0,352792.2508691359,2001.0,56.0,Financiar,Germania,594.0,9.0,1303840.9482909136
122.0,270572.452888099,1993.0,32.0,Retail,Spania,111.0,4.0,495750.9795189473
106.0,270572.452888099,1978.0,9.0,Retail,Spania,278.0,14.0,999352.740922506
91.0,427321.3252293612,1973.0,68.0,Educatie,Romania,864.0,4.0,877194.5963532126
112.0,412290.6433230482,1986.0,71.0,Financiar,Franta,656.0,12.0,1556735.593607976
145.0,420342.71226879535,1986.0,36.0,Retail,Franta,84.0,10.0,1148427.3155696604
103.0,469719.7286597426,2022.0,8.0,Financiar,Italia,754.0,4.0,1447461.388354599
104.0,294914.284751164,2019.0,50.11865284974093,IT,Italia,505.0,18.0,1324722.8562760476
90.0,270572.452888099,2017.0,44.0,Agricultura,Germania,637.0,13.0,761111.0685026417
100.40596094552929,327552.62353364355,1999.0,67.0,Retail,Spania,940.0,13.0,1216744.731532205
116.0,384296.6721505725,2009.0,32.0,Agricultura,Romania,551.0,14.0,676518.6688602291
82.0,382062.8270093114,1980.0,68.0,IT,Romania,810.0,18.0,1357547.1202569837
101.0,284652.060875096,1990.0,50.11865284974093,Retail,Franta,644.0,1.0,1253188.6074825746
90.0,80806.42370011013,1990.0,24.0,Agricultura,Romania,74.0,16.0,318722.56948004407
109.0,217000.82229355752,1987.0,97.0,Agricultura,Franta,618.0,15.0,829400.4275926499
106.0,464344.9738085108,1998.0,39.0,Retail,Spania,81.0,5.0,821927.6827136171
120.0,313002.0093908417,1993.0,50.11865284974093,Agricultura,Romania,880.0,6.0,795600.8037563367
89.0,292249.374465071,1979.0,42.0,Agricultura,Franta,61.0,6.0,515449.6747218369
94.0,170984.08147198707,2014.0,10.0,Retail,Spania,368.0,3.0,746449.4937715116
80.0,215802.0139624605,1986.0,13.0,Agricultura,Spania,894.0,16.0,747912.8861434828
100.40596094552929,452905.74011892616,1987.0,50.11865284974093,Agricultura,Franta,653.0,12.0,910990.9848618418
107.0,349908.3713870761,2011.0,76.0,Retail,Franta,50.0,4.0,630576.3972614395
